"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles"
"CHEMBL691";"ETHINYL ESTRADIOL";"ETHINYL ESTRADIOL|ETHINYLESTRADIOL|ETHINYLOESTRADIOL|Enovid|Enovid-E|Estinyl|Ethinyl Estradiol|Ethynylestradiol|Etinestryl|Feminone|Follicoral|Ginestrene|Lynoral|NSC-10973|Norinyl|Ovulen|Ovulen-21|Ovulen-28";"Small molecule";"4";"296.41";"231";"2656";"3.61";"40.46";"2";"2";"0";"0";"N";"0.72";"10.33";"None";"3.90";"3.90";"1";"MOL";"0";"22";"2";"2";"0";"296.1776";"NEUTRAL";"C20H24O2";"C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C"
"CHEMBL462019";"TROFOSFAMIDE";"A-4828|NSC-109723|TROFOSFAMIDE|TROPHOSPHAMIDE|Z-4828";"Small molecule";"3";"323.59";"4";"4";"2.84";"32.78";"2";"0";"0";"7";"N";"0.53";"None";"0.15";"0.98";"0.98";"0";"MOL";"0";"17";"4";"0";"0";"322.0171";"NEUTRAL";"C9H18Cl3N2O2P";"O=P1(N(CCCl)CCCl)OCCCN1CCCl"
"CHEMBL1201481";"PORFIMER SODIUM";"CL 184,116|CL-184,116|CL-184116|PORFIMER SODIUM|Photofrin";"Small molecule";"4";"";"5";"26";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";""
"CHEMBL3545376";"ERDAFITINIB";"BALVERSA|ERDAFITINIB|JNJ-42756493";"Small molecule";"4";"446.56";"10";"31";"4.18";"77.33";"8";"1";"0";"9";"N";"0.41";"None";"9.72";"3.52";"1.25";"4";"MOL";"0";"33";"8";"1";"0";"446.2430";"BASE";"C25H30N6O2";"COc1cc(OC)cc(N(CCNC(C)C)c2ccc3ncc(-c4cnn(C)c4)nc3c2)c1"
"CHEMBL408513";"BELINOSTAT";"BELEODAQ|BELINOSTAT|NSC726630|PX-105684|PXD-101|PXD101";"Small molecule";"4";"318.35";"55";"206";"2.01";"95.50";"4";"3";"0";"5";"N";"0.45";"7.82";"None";"1.81";"1.69";"2";"MOL";"0";"22";"6";"3";"0";"318.0674";"NEUTRAL";"C15H14N2O4S";"O=C(/C=C/c1cccc(S(=O)(=O)Nc2ccccc2)c1)NO"
"CHEMBL506871";"VELIPARIB";"ABT-888|PARP-1 INHIBITOR ABT-888|VELIPARIB";"Small molecule";"3";"244.30";"614";"720";"1.26";"83.80";"3";"3";"0";"2";"N";"0.74";"9.73";"9.25";"0.21";"-1.17";"2";"MOL";"0";"18";"5";"4";"0";"244.1324";"BASE";"C13H16N4O";"C[C@]1(c2nc3cccc(C(N)=O)c3[nH]2)CCCN1"
"CHEMBL2354444";"PIRARUBICIN";"PIRARUBICIN";"Small molecule";"3";"627.64";"5";"35";"1.55";"204.30";"13";"5";"2";"7";"N";"0.24";"7.99";"9.01";"2.05";"1.67";"2";"MOL";"0";"45";"13";"6";"3";"627.2316";"BASE";"C32H37NO12";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O[C@@H]2CCCCO2)[C@H](C)O1"
"CHEMBL159";"VINBLASTINE";"NSC-47842|VINBLASTINE|Velban|[3H]-Vinblastine";"Small molecule";"4";"810.99";"796";"2560";"3.99";"154.10";"12";"3";"2";"7";"N";"0.18";"10.87";"8.86";"4.18";"1.81";"3";"MOL";"0";"59";"13";"3";"2";"810.4204";"BASE";"C46H58N4O9";"CC[C@]1(O)C[C@@H]2CN(CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1"
"CHEMBL866";"MYCOPHENOLIC ACID";"68618|MYCOPHENOLATE MOFETIL IMPURITY, MYCOPHENOLIC ACID-|MYCOPHENOLIC ACID|Myfortic|NSC-129185|RS-61443 [AS MOFETIL]";"Small molecule";"4";"320.34";"281";"1067";"2.73";"93.06";"5";"2";"0";"6";"N";"0.62";"3.57";"None";"3.53";"0.17";"1";"MOL";"0";"23";"6";"2";"0";"320.1260";"ACID";"C17H20O6";"COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2"
"CHEMBL3786343";"OLMUTINIB";"BI 1482694|BI-1482694|HM-61713|HM61713|OLMUTINIB";"Small molecule";"2";"486.60";"5";"13";"5.10";"82.62";"8";"2";"1";"7";"N";"0.35";"13.85";"7.96";"5.47";"4.81";"4";"MOL";"0";"35";"8";"2";"1";"486.1838";"NEUTRAL";"C26H26N6O2S";"C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)cc3)nc3ccsc23)c1"
"CHEMBL1257030";"LONIDAMINE";"LONIDAMINE";"Small molecule";"3";"321.16";"39";"101";"4.09";"55.12";"3";"1";"0";"3";"N";"0.79";"3.12";"None";"4.40";"0.94";"3";"MOL";"0";"21";"4";"1";"0";"320.0119";"ACID";"C15H10Cl2N2O2";"O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12"
"CHEMBL189963";"PALBOCICLIB";"IBRANCE|PALBOCICLIB|PD-0332991";"Small molecule";"4";"447.54";"874";"1130";"2.97";"105.04";"9";"2";"0";"5";"N";"0.58";"11.34";"8.86";"2.77";"1.30";"3";"MOL";"0";"33";"9";"2";"0";"447.2383";"BASE";"C24H29N7O2";"CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O"
"CHEMBL3545185";"SELINEXOR";"KPT-330|SELINEXOR|Xpovio";"Small molecule";"4";"443.31";"3";"6";"3.39";"97.62";"7";"2";"0";"5";"N";"0.36";"12.17";"1.22";"3.07";"3.07";"3";"MOL";"0";"31";"8";"2";"0";"443.0929";"NEUTRAL";"C17H11F6N7O";"O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1cnccn1"
"CHEMBL487253";"BENDAMUSTINE";"BENDAMUSTINE";"Small molecule";"4";"358.27";"31";"61";"3.26";"58.36";"4";"1";"0";"9";"N";"0.70";"4.36";"6.41";"1.80";"0.81";"2";"MOL";"0";"23";"5";"1";"0";"357.1011";"ACID";"C16H21Cl2N3O2";"Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21"
"CHEMBL1200598";"DIETHYLSTILBESTROL DIPHOSPHATE";"DIETHYLSTILBESTROL DIPHOSPHATE|FOSFESTROL|Fosfestrol|Stilphostrol";"Small molecule";"4";"428.31";"5";"23";"4.36";"133.52";"4";"4";"0";"8";"N";"0.36";"1.49";"None";"3.89";"-2.33";"2";"MOL";"0";"28";"8";"4";"0";"428.0790";"ACID";"C18H22O8P2";"CC/C(=C(/CC)c1ccc(OP(=O)(O)O)cc1)c1ccc(OP(=O)(O)O)cc1"
"CHEMBL1455";"ALTRETAMINE";"ALTRETAMINE|HEXAMETHYLMELAMINE|HEXASTAT|Hexalen|NSC-13875";"Small molecule";"4";"210.28";"221";"898";"0.07";"48.39";"6";"0";"0";"3";"N";"0.70";"None";"8.75";"2.22";"0.94";"1";"MOL";"0";"15";"6";"0";"0";"210.1593";"BASE";"C9H18N6";"CN(C)c1nc(N(C)C)nc(N(C)C)n1"
"CHEMBL2146883";"COBIMETINIB";"COBIMETINIB|Cobimetinib|Cotellic|GDC-0623|GDC-0973|RG 7420|RG-7420|RG-7421|RG7420|XL-518";"Small molecule";"4";"531.32";"305";"382";"3.78";"64.60";"4";"3";"1";"4";"N";"0.53";"13.37";"9.76";"5.04";"2.73";"2";"MOL";"0";"30";"5";"3";"1";"531.0631";"BASE";"C21H21F3IN3O2";"O=C(c1ccc(F)c(F)c1Nc1ccc(I)cc1F)N1CC(O)([C@@H]2CCCCN2)C1"
"CHEMBL1186894";"AMRUBICIN";"AMRUBICIN";"Small molecule";"3";"483.47";"4";"6";"0.63";"176.61";"10";"5";"0";"3";"N";"0.33";"8.10";"7.02";"1.74";"1.81";"2";"MOL";"0";"35";"10";"6";"1";"483.1529";"NEUTRAL";"C25H25NO9";"CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O"
"CHEMBL553";"ERLOTINIB";"CP-358,774|CP-358774|CP-35877401|ERLOTINIB|Erlotinib|OSI-774|R-1415|RG-1415|Ro-508231|TARCEVA";"Small molecule";"4";"393.44";"1151";"3688";"3.41";"74.73";"7";"1";"0";"10";"N";"0.42";"None";"4.62";"3.20";"3.20";"3";"MOL";"0";"29";"7";"1";"0";"393.1689";"NEUTRAL";"C22H23N3O4";"C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1"
"CHEMBL1789941";"RUXOLITINIB";"INC-424|INC424|INCB-018424|INCB-18424|INCB018424|JAKAVI|RUXOLITINIB";"Small molecule";"4";"306.37";"508";"960";"3.47";"83.18";"5";"1";"0";"4";"N";"0.80";"13.89";"3.91";"2.48";"2.48";"3";"MOL";"0";"23";"6";"1";"0";"306.1593";"NEUTRAL";"C17H18N6";"N#CC[C@H](C1CCCC1)n1cc(-c2ncnc3[nH]ccc23)cn1"
"CHEMBL1585";"PIPOBROMAN";"A-8103|NSC-25154|PIPOBROMAN|Vercyte";"Small molecule";"4";"356.06";"94";"124";"1.23";"40.62";"2";"0";"0";"4";"N";"0.71";"None";"None";"0.41";"0.41";"0";"MOL";"0";"16";"4";"0";"0";"353.9579";"NEUTRAL";"C10H16Br2N2O2";"O=C(CCBr)N1CCN(C(=O)CCBr)CC1"
"CHEMBL383675";"TEMOPORFIN";"EF-9|EF9|FOSCAN|MTHPC|TEMOPORFIN";"Small molecule";"4";"680.76";"9";"32";"9.76";"138.28";"6";"6";"3";"4";"N";"0.11";"9.12";"5.53";"9.21";"9.20";"7";"MOL";"0";"52";"8";"6";"3";"680.2424";"NEUTRAL";"C44H32N4O4";"Oc1cccc(-c2c3nc(c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4ccc([nH]4)c(-c4cccc(O)c4)c4nc2CC4)C=C3)c1"
"CHEMBL1274";"NILUTAMIDE";"Anadron|NILUTAMIDE|Nilandron|RU 23908|RU-23908";"Small molecule";"4";"317.22";"42";"173";"2.45";"92.55";"4";"1";"0";"2";"N";"0.51";"None";"None";"2.25";"2.25";"1";"MOL";"0";"22";"7";"1";"0";"317.0623";"NEUTRAL";"C12H10F3N3O4";"CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O"
"CHEMBL4216467";"RIPRETINIB";"DCC-2618|QINLOCK|RIPRETINIB";"Small molecule";"4";"510.37";"6";"22";"5.67";"88.05";"5";"3";"2";"5";"N";"0.32";"10.34";"5.85";"4.39";"4.38";"4";"MOL";"0";"33";"7";"3";"2";"509.0863";"NEUTRAL";"C24H21BrFN5O2";"CCn1c(=O)c(-c2cc(NC(=O)Nc3ccccc3)c(F)cc2Br)cc2cnc(NC)cc21"
"CHEMBL225071";"RALTITREXED";"RALTITREXED|Tomudex|ZD-16|ZD-1694|ZD1694";"Small molecule";"4";"458.50";"95";"257";"1.98";"152.69";"7";"4";"0";"9";"N";"0.38";"3.72";"1.24";"1.97";"-4.21";"3";"MOL";"0";"32";"10";"4";"0";"458.1260";"ACID";"C21H22N4O6S";"Cc1nc(=O)c2cc(CN(C)c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)s3)ccc2[nH]1"
"CHEMBL1655";"TOREMIFENE";"GTX-006|J33.157K|TOREMIFENE|Toremifene";"Small molecule";"4";"405.97";"28";"97";"6.22";"12.47";"2";"0";"1";"9";"N";"0.31";"None";"8.76";"6.27";"4.89";"3";"MOL";"0";"29";"2";"0";"1";"405.1859";"BASE";"C26H28ClNO";"CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1"
"CHEMBL502835";"NINTEDANIB";"BIBF 1120|BIBF-1120|BIBF1120|INTEDANIB|NINTEDANIB|Nintedanib|OFEV|Vargatef";"Small molecule";"4";"539.64";"499";"996";"3.62";"94.22";"7";"2";"1";"7";"N";"0.35";"10.86";"7.23";"2.79";"2.57";"3";"MOL";"0";"40";"9";"2";"1";"539.2533";"NEUTRAL";"C31H33N5O4";"COC(=O)c1ccc2c(c1)NC(=O)/C2=C(\Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1"
"CHEMBL180022";"NERATINIB";"CDP-820|HKI-272|NERATINIB|Neratinib|WAY-179272";"Small molecule";"4";"557.05";"745";"1340";"5.93";"112.40";"8";"2";"2";"11";"N";"0.22";"12.55";"8.81";"4.47";"3.05";"4";"MOL";"0";"40";"9";"2";"2";"556.1990";"BASE";"C30H29ClN6O3";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C"
"CHEMBL460499";"CARMOFUR";"CARMOFUR";"Small molecule";"0";"257.26";"129";"586";"0.81";"83.96";"4";"2";"0";"5";"N";"0.77";"7.88";"None";"1.44";"1.31";"1";"MOL";"0";"18";"6";"2";"0";"257.1176";"NEUTRAL";"C11H16FN3O3";"CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O"
"CHEMBL417";"EPIRUBICIN";"EPIRUBICIN|Ellence|Epirubicin|NSC-256942";"Small molecule";"4";"543.53";"145";"1007";"0.00";"206.07";"12";"6";"3";"5";"N";"0.24";"8.00";"9.03";"0.53";"0.10";"2";"MOL";"0";"39";"12";"7";"3";"543.1741";"BASE";"C27H29NO11";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1"
"CHEMBL521686";"OLAPARIB";"AZ-2281|AZ2281|AZD-2281|AZD2281|KEYLYNK-010 COMPONENT OLAPARIB|KU-0059436|KU-59436|LYNPARZA|OLAPARIB|OLAPARIB COMPONENT OF KEYLYNK-010";"Small molecule";"4";"434.47";"607";"930";"2.35";"86.37";"4";"1";"0";"4";"N";"0.68";"9.96";"None";"1.96";"1.96";"3";"MOL";"0";"32";"7";"1";"0";"434.1754";"NEUTRAL";"C24H23FN4O3";"O=C(c1cc(Cc2n[nH]c(=O)c3ccccc23)ccc1F)N1CCN(C(=O)C2CC2)CC1"
"CHEMBL1082407";"ENZALUTAMIDE";"ENZALUTAMIDE|MDV-3100|MDV3100|XTANDI";"Small molecule";"4";"464.44";"25";"261";"3.99";"76.44";"4";"1";"0";"3";"N";"0.55";"13.05";"None";"4.16";"4.16";"2";"MOL";"0";"32";"6";"1";"0";"464.0930";"NEUTRAL";"C21H16F4N4O2S";"CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F"
"CHEMBL3218576";"COPANLISIB";"BAY 80-6946|BAY-80-6946|BAY80-6946|COPANLISIB|Copanlisib";"Small molecule";"4";"480.53";"313";"335";"0.66";"139.79";"11";"2";"1";"7";"N";"0.55";"10.15";"6.88";"0.32";"0.20";"2";"MOL";"0";"35";"12";"3";"1";"480.2234";"NEUTRAL";"C23H28N8O4";"COc1c(OCCCN2CCOCC2)ccc2c1N=C(NC(=O)c1cnc(N)nc1)N1CCN=C21"
"CHEMBL513";"CARMUSTINE";"BCNU|Bicnu|CARMUSTINE|DTI-015|FDA-0345|Gliadel|NSC-409962|SK-27702|SRI-1720";"Small molecule";"4";"214.05";"256";"1362";"1.16";"61.77";"3";"1";"0";"5";"N";"0.42";"13.36";"None";"1.02";"1.02";"0";"MOL";"0";"12";"5";"1";"0";"213.0072";"NEUTRAL";"C5H9Cl2N3O2";"O=NN(CCCl)C(=O)NCCCl"
"CHEMBL576982";"QUIZARTINIB";"AC-010220|AC-220|AC010220|AC220|ASP-2689|QUIZARTINIB|Quizartinib";"Small molecule";"3";"560.68";"503";"1457";"5.86";"106.16";"9";"2";"2";"7";"N";"0.26";"8.28";"6.61";"4.99";"5.05";"5";"MOL";"0";"40";"10";"2";"2";"560.2206";"NEUTRAL";"C29H32N6O4S";"CC(C)(C)c1cc(NC(=O)Nc2ccc(-c3cn4c(n3)sc3cc(OCCN5CCOCC5)ccc34)cc2)no1"
"CHEMBL1750";"CLOFARABINE";"CLOFARABINE|Clolar|EVOLTRA";"Small molecule";"4";"303.68";"33";"125";"-0.35";"119.31";"8";"3";"0";"2";"N";"0.65";"12.71";"2.20";"-0.29";"-0.29";"2";"MOL";"0";"20";"8";"4";"0";"303.0534";"NEUTRAL";"C10H11ClFN5O3";"Nc1nc(Cl)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1F"
"CHEMBL1773";"CAPECITABINE";"CAPECITABINE|RO 09-1978/000|RO-09-1978000|RO-091978000|Xeloda";"Small molecule";"4";"359.35";"21";"118";"0.76";"122.91";"8";"3";"0";"6";"N";"0.64";"8.63";"None";"0.77";"0.75";"1";"MOL";"0";"25";"9";"3";"0";"359.1493";"NEUTRAL";"C15H22FN3O6";"CCCCCOC(=O)Nc1nc(=O)n([C@@H]2O[C@H](C)[C@@H](O)[C@H]2O)cc1F"
"CHEMBL118";"CELECOXIB";"CELECOXIB|Celebra|Celebrex|DFN-15|DFN15|ELYXYB|ONSENAL|SC-58635";"Small molecule";"4";"381.38";"299";"2987";"3.51";"77.98";"4";"1";"0";"3";"N";"0.75";"10.60";"None";"4.01";"4.01";"3";"MOL";"0";"26";"5";"2";"0";"381.0759";"NEUTRAL";"C17H14F3N3O2S";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1"
"CHEMBL1289494";"TIVOZANIB";"ASP-4130|AV-951|FOTIVDA|KIL8951|KRN-951|Kil-8951|TIVOZANIB|Tivozanib";"Small molecule";"4";"454.87";"412";"806";"5.64";"107.74";"7";"2";"1";"6";"N";"0.39";"8.27";"5.89";"4.22";"4.16";"4";"MOL";"0";"32";"9";"2";"1";"454.1044";"NEUTRAL";"C22H19ClN4O5";"COc1cc2nccc(Oc3ccc(NC(=O)Nc4cc(C)on4)c(Cl)c3)c2cc1OC"
"CHEMBL2110725";"VINFLUNINE";"VINFLUNINE";"Small molecule";"4";"816.94";"3";"6";"5.08";"133.87";"11";"2";"3";"7";"N";"0.19";"10.87";"8.66";"4.65";"2.85";"3";"MOL";"0";"59";"12";"2";"3";"816.3910";"BASE";"C45H54F2N4O8";"CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32"
"CHEMBL2043437";"GLASDEGIB";"GLASDEGIB|Glasdegib|PF-04449913|PF-4449913";"Small molecule";"4";"374.45";"20";"38";"3.39";"96.84";"4";"3";"0";"3";"N";"0.65";"11.39";"6.67";"2.28";"2.21";"3";"MOL";"0";"28";"7";"3";"0";"374.1855";"NEUTRAL";"C21H22N6O";"CN1CC[C@@H](NC(=O)Nc2ccc(C#N)cc2)C[C@@H]1c1nc2ccccc2[nH]1"
"CHEMBL313972";"MASOPROCOL";"Actinex|CHX-100|INSM-18|MASOPROCOL|MESO-NDGA|MESO-NORDIHYDROGUAIARETIC ACID|NORDIHYDROGUAIARETIC ACID|NSC-4291|NSC-682984";"Small molecule";"4";"302.37";"67";"118";"3.57";"80.92";"4";"4";"0";"5";"N";"0.64";"9.21";"None";"4.76";"4.75";"2";"MOL";"0";"22";"4";"4";"0";"302.1518";"NEUTRAL";"C18H22O4";"C[C@@H](Cc1ccc(O)c(O)c1)[C@H](C)Cc1ccc(O)c(O)c1"
"CHEMBL132530";"FORMESTANE";"CGP 32349|FORMESTANE|LENTARON";"Small molecule";"4";"302.41";"91";"233";"3.97";"54.37";"3";"1";"0";"0";"N";"0.74";"9.21";"None";"3.41";"3.40";"0";"MOL";"0";"22";"3";"1";"0";"302.1882";"NEUTRAL";"C19H26O3";"C[C@]12CC[C@H]3[C@@H](CCC4=C(O)C(=O)CC[C@@]43C)[C@@H]1CCC2=O"
"CHEMBL1201182";"TEMSIROLIMUS";"CCI-779|TEMSIROLIMUS|TORISEL";"Small molecule";"4";"1030.30";"905";"975";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1029.6025";"None";"C56H87NO16";"CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](OC(=O)C(C)(CO)CO)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C"
"CHEMBL3545252";"DOCETAXEL";"BIND 014|CKD-810|DOCEFREZ|DOCETAXEL|DOCETAXEL ANHYDROUS|DOCETAXEL HYDRATE|DOCETAXEL TRIHYDRATE|NSC-628503|RP 56976|RP-56976|TAXCEUS|Taxotere|XRP6976";"Small molecule";"4";"861.94";"744";"1474";"3.26";"224.45";"14";"5";"2";"8";"N";"0.15";"11.90";"None";"2.92";"2.92";"2";"MOL";"0";"58";"15";"5";"2";"807.3466";"NEUTRAL";"C43H59NO17";"CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C.O.O.O"
"CHEMBL53463";"DOXORUBICIN";"Adriamycin|Adriblastina|DOXORUBICIN|Doxil|Doxorubicin|EPIRUBICIN HYDROCHLORIDE IMPURITY, DOXORUBICIN-|Hydroxydaunorubicin|NSC-123127|Rubex|VALRUBICIN IMPURITY, DOXORUBICIN";"Small molecule";"4";"543.53";"1122";"12348";"0.00";"206.07";"12";"6";"3";"5";"N";"0.24";"8.00";"9.03";"0.53";"0.10";"2";"MOL";"0";"39";"12";"7";"3";"543.1741";"BASE";"C27H29NO11";"COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1"
"CHEMBL3301612";"ENCORAFENIB";"BRAFTOVI|ENCORAFENIB|Encorafenib|LGX-818|NVP-LGX-818-NXA|NVP-LGX818|NVP-LGX818-NXA";"Small molecule";"4";"540.02";"307";"327";"3.91";"140.13";"9";"3";"1";"9";"N";"0.37";"8.45";"3.08";"2.65";"2.61";"3";"MOL";"0";"36";"11";"3";"2";"539.1518";"NEUTRAL";"C22H27ClFN7O4S";"COC(=O)N[C@@H](C)CNc1nccc(-c2cn(C(C)C)nc2-c2cc(Cl)cc(NS(C)(=O)=O)c2F)n1"
"CHEMBL1201112";"NELARABINE";"506U|506U78|ATRIANCE|Arranon|GW-506U78|MAY|NELARABINE|NELZARABINE|NSC-686673|Nelzarabine";"Small molecule";"4";"297.27";"13";"47";"-1.97";"148.77";"10";"4";"0";"3";"N";"0.51";"12.45";"4.47";"-1.57";"-1.57";"2";"MOL";"0";"21";"10";"5";"0";"297.1073";"NEUTRAL";"C11H15N5O5";"COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O"
"CHEMBL3286830";"LORLATINIB";"LORBRENA|LORLATINIB|PF-06463922";"Small molecule";"4";"406.42";"29";"106";"2.80";"110.06";"7";"1";"0";"0";"N";"0.61";"None";"5.71";"1.63";"1.62";"3";"MOL";"0";"30";"8";"2";"0";"406.1554";"NEUTRAL";"C21H19FN6O2";"C[C@H]1Oc2cc(cnc2N)-c2c(nn(C)c2C#N)CN(C)C(=O)c2ccc(F)cc21"
"CHEMBL1096885";"VALRUBICIN";"AD 32|AD-32|NSC-246131|VALRUBICIN|VALSTAR PRESERVATIVE FREE|Valstar";"Small molecule";"4";"723.65";"11";"34";"2.46";"215.22";"13";"5";"2";"10";"N";"0.15";"6.86";"None";"4.49";"3.92";"2";"MOL";"0";"51";"14";"5";"2";"723.2139";"NEUTRAL";"C34H36F3NO13";"CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O"
"CHEMBL1287853";"FEDRATINIB";"FEDRATINIB|Fedratinib|SAR-302503|SAR302503|TG-101348|TG101348";"Small molecule";"4";"524.69";"481";"760";"4.82";"108.48";"8";"3";"1";"10";"N";"0.35";"10.21";"9.00";"4.64";"3.23";"3";"MOL";"0";"37";"9";"3";"1";"524.2570";"BASE";"C27H36N6O3S";"Cc1cnc(Nc2ccc(OCCN3CCCC3)cc2)nc1Nc1cccc(S(=O)(=O)NC(C)(C)C)c1"
"CHEMBL2105348";"RANIMUSTINE";"NSC-270516|RANIMUSTINE";"Small molecule";"3";"327.72";"";"";"-1.63";"140.92";"8";"4";"0";"6";"N";"0.26";"12.20";"None";"-1.41";"-1.41";"0";"MOL";"0";"21";"10";"4";"0";"327.0833";"NEUTRAL";"C10H18ClN3O7";"CO[C@H]1O[C@H](CNC(=O)N(CCCl)N=O)[C@@H](O)[C@H](O)[C@H]1O"
"CHEMBL136737";"NIMUSTINE";"NIMUSTINE|NIMUSTINE HYDROCHLORIDE";"Small molecule";"2";"272.70";"26";"83";"0.80";"113.57";"6";"2";"0";"5";"N";"0.47";"12.94";"6.26";"0.63";"0.60";"1";"MOL";"0";"18";"8";"3";"0";"272.0789";"NEUTRAL";"C9H13ClN6O2";"Cc1ncc(CNC(=O)N(CCCl)N=O)c(N)n1"
"CHEMBL255863";"NILOTINIB";"AMN 107|AMN-107|AMN107|NILOTINIB|TASIGNA";"Small molecule";"4";"529.53";"1086";"1576";"6.36";"97.62";"7";"2";"2";"6";"N";"0.27";"12.38";"5.92";"5.36";"5.35";"5";"MOL";"0";"39";"8";"2";"2";"529.1838";"NEUTRAL";"C28H22F3N7O";"Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1"
"CHEMBL549386";"FOTEMUSTINE";"FOTEMUSTINE|S 10036|S-10036|S10036";"Small molecule";"3";"315.69";"3";"24";"2.53";"97.30";"6";"1";"0";"9";"N";"0.31";"11.81";"None";"1.28";"1.28";"0";"MOL";"0";"19";"8";"1";"0";"315.0751";"NEUTRAL";"C9H19ClN3O5P";"CCOP(=O)(OCC)C(C)NC(=O)N(CCCl)N=O"
